198.77501	-2.2000
198.83018	0.8000
198.88535	-2.7000
198.94051	-0.7000
198.99567	2.3000
199.05083	-2.7000
199.10598	-0.2000
199.16113	1.3000
199.21627	-3.2000
199.27141	0.8000
199.32654	2.8000
199.38167	2.8000
199.43679	-2.7000
199.49191	2.3000
199.54703	-1.7000
199.60214	-1.7000
199.65725	-0.2000
199.71235	2.3000
199.76745	3.8000
199.82254	-1.2000
199.87763	-0.2000
199.93271	2.8000
199.98779	-1.7000
200.04287	-2.7000
200.09794	-2.2000
200.15301	-1.7000
200.20807	-3.2000
200.26313	-2.7000
200.31818	-1.2000
200.37323	0.3000
200.42828	1.3000
200.48332	-2.7000
200.53835	-0.2000
200.59339	-0.2000
200.64841	-0.7000
200.70344	-0.2000
200.75845	-2.7000
200.81347	0.8000
200.86848	1.3000
200.92348	-3.2000
200.97848	-3.2000
201.03348	2.8000
201.08847	-0.2000
201.14346	-4.2000
201.19844	0.8000
201.25342	-0.7000
201.30840	0.3000
201.36337	-0.2000
201.41833	-0.2000
201.47329	2.3000
201.52825	-0.7000
201.58320	2.8000
201.63815	1.8000
201.69309	-5.2000
201.74803	-3.7000
201.80297	0.8000
201.85790	-4.2000
201.91282	-1.2000
201.96774	0.8000
202.02266	-4.2000
202.07757	-0.2000
202.13248	1.3000
202.18738	-5.2000
202.24228	-0.2000
202.29718	1.3000
202.35207	-1.2000
202.40695	1.3000
202.46184	0.8000
202.51671	1.8000
202.57159	1.3000
202.62645	-2.2000
202.68132	-1.2000
202.73618	1.3000
202.79103	-1.7000
202.84588	-1.2000
202.90073	2.8000
202.95557	-2.2000
203.01041	-1.2000
203.06524	1.3000
203.12007	-0.2000
203.17489	-2.2000
203.22971	1.3000
203.28453	-2.2000
203.33934	0.3000
203.39415	-1.2000
203.44895	0.8000
203.50374	-0.7000
203.55854	-3.2000
203.61333	0.8000
203.66811	2.8000
203.72289	-0.2000
203.77767	-0.7000
203.83244	4.8000
203.88720	-1.2000
203.94197	-4.2000
203.99672	1.8000
204.05148	-2.2000
204.10623	-3.7000
204.16097	-0.2000
204.21571	1.3000
204.27045	-1.7000
204.32518	-3.2000
204.37990	0.8000
204.43463	-1.2000
204.48934	-1.2000
204.54406	-1.2000
204.59877	0.8000
204.65347	-1.7000
204.70817	0.3000
204.76287	2.8000
204.81756	-2.2000
204.87224	0.3000
204.92693	1.8000
204.98160	-2.7000
205.03628	-0.7000
205.09095	0.3000
205.14561	-0.7000
205.20027	-5.7000
205.25493	-1.2000
205.30958	1.8000
205.36423	3.8000
205.41887	0.3000
205.47351	1.8000
205.52814	-0.2000
205.58277	-2.7000
205.63739	-0.7000
205.69202	4.8000
205.74663	-1.7000
205.80124	0.3000
205.85585	2.8000
205.91045	0.8000
205.96505	2.3000
206.01964	2.3000
206.07423	4.8000
206.12882	0.3000
206.18340	1.8000
206.23798	4.3000
206.29255	-0.2000
206.34711	0.3000
206.40168	1.8000
206.45624	3.8000
206.51079	0.3000
206.56534	2.8000
206.61988	4.3000
206.67442	-3.2000
206.72896	-3.2000
206.78349	5.8000
206.83802	-1.2000
206.89254	0.8000
206.94706	2.3000
207.00158	-0.7000
207.05608	-1.2000
207.11059	-1.7000
207.16509	2.8000
207.21959	0.3000
207.27408	-0.2000
207.32857	0.8000
207.38305	1.8000
207.43753	-1.2000
207.49200	-0.2000
207.54647	4.3000
207.60094	-2.7000
207.65540	-2.7000
207.70985	3.3000
207.76431	-1.2000
207.81875	0.3000
207.87320	0.8000
207.92763	-0.2000
207.98207	-0.7000
208.03650	-1.2000
208.09092	-1.2000
208.14534	0.3000
208.19976	-0.2000
208.25417	-1.2000
208.30858	-0.7000
208.36298	-1.7000
208.41738	-0.2000
208.47178	4.3000
208.52617	-2.7000
208.58055	-2.2000
208.63493	2.8000
208.68931	-3.2000
208.74368	-2.7000
208.79805	0.3000
208.85241	1.3000
208.90677	2.3000
208.96112	3.8000
209.01547	2.8000
209.06982	1.8000
209.12416	-1.2000
209.17850	3.3000
209.23283	-1.2000
209.28716	-2.7000
209.34148	-0.7000
209.39580	0.3000
209.45011	-1.7000
209.50442	-2.2000
209.55873	0.8000
209.61303	-1.7000
209.66732	-3.7000
209.72162	3.8000
209.77590	-2.2000
209.83019	-1.7000
209.88447	0.8000
209.93874	1.3000
209.99301	2.3000
210.04727	1.3000
210.10154	3.3000
210.15579	-1.7000
210.21004	-1.2000
210.26429	1.8000
210.31853	2.8000
210.37277	0.8000
210.42701	-2.7000
210.48124	2.3000
210.53546	-2.2000
210.58968	1.8000
210.64390	4.8000
210.69811	0.3000
210.75232	-0.2000
210.80652	4.3000
210.86072	3.3000
210.91492	0.8000
210.96911	4.8000
211.02329	4.8000
211.07747	2.8000
211.13165	4.3000
211.18582	11.3000
211.23999	19.8000
211.29415	21.8000
211.34831	13.8000
211.40246	9.3000
211.45661	3.3000
211.51076	0.8000
211.56490	2.3000
211.61903	0.3000
211.67317	-1.2000
211.72729	4.3000
211.78142	-0.2000
211.83554	3.8000
211.88965	3.8000
211.94376	9.8000
211.99786	5.8000
212.05196	0.3000
212.10606	-0.2000
212.16015	2.3000
212.21424	-1.7000
212.26832	-2.7000
212.32240	1.8000
212.37648	-2.7000
212.43055	-3.2000
212.48461	2.3000
212.53867	-0.2000
212.59273	0.3000
212.64678	0.8000
212.70083	-0.7000
212.75487	1.8000
212.80891	0.3000
212.86294	0.3000
212.91697	3.8000
212.97100	-1.2000
213.02502	1.3000
213.07903	3.3000
213.13304	-0.7000
213.18705	1.8000
213.24105	4.8000
213.29505	0.8000
213.34905	0.8000
213.40303	6.3000
213.45702	-1.7000
213.51100	1.3000
213.56498	3.8000
213.61895	4.3000
213.67291	4.3000
213.72688	1.8000
213.78084	3.8000
213.83479	2.8000
213.88874	2.3000
213.94268	4.8000
213.99662	4.3000
214.05056	6.8000
214.10449	10.3000
214.15842	25.3000
214.21234	41.8000
214.26626	66.3000
214.32017	112.8000
214.37408	124.3000
214.42799	71.8000
214.48189	44.3000
214.53578	21.3000
214.58967	12.8000
214.64356	3.8000
214.69744	3.8000
214.75132	1.8000
214.80519	-0.7000
214.85906	2.3000
214.91293	5.3000
214.96679	-0.7000
215.02064	-0.2000
215.07449	4.3000
215.12834	1.8000
215.18218	-0.2000
215.23602	3.3000
215.28985	-3.2000
215.34368	-1.2000
215.39751	2.3000
215.45132	0.3000
215.50514	1.3000
215.55895	1.8000
215.61276	-0.2000
215.66656	-0.7000
215.72036	-0.2000
215.77415	-0.2000
215.82794	2.3000
215.88172	-1.7000
215.93550	1.3000
215.98928	4.8000
216.04305	-0.2000
216.09681	-0.7000
216.15058	3.8000
216.20433	0.3000
216.25809	0.3000
216.31183	4.3000
216.36558	2.3000
216.41932	3.3000
216.47305	4.3000
216.52678	8.3000
216.58051	10.3000
216.63423	0.8000
216.68795	3.8000
216.74166	2.3000
216.79537	-0.2000
216.84907	0.3000
216.90277	2.3000
216.95647	4.3000
217.01016	3.8000
217.06384	3.8000
217.11752	-0.2000
217.17120	3.3000
217.22487	3.8000
217.27854	-0.7000
217.33220	0.3000
217.38586	4.8000
217.43952	1.8000
217.49317	0.8000
217.54681	-1.7000
217.60046	0.8000
217.65409	0.8000
217.70772	-3.2000
217.76135	-0.2000
217.81497	3.3000
217.86859	-0.7000
217.92221	0.3000
217.97582	2.8000
218.02942	1.3000
218.08302	1.3000
218.13662	3.8000
218.19021	1.8000
218.24380	-0.2000
218.29738	0.8000
218.35096	0.8000
218.40453	1.8000
218.45810	7.3000
218.51167	12.8000
218.56523	19.3000
218.61879	8.8000
218.67234	4.3000
218.72589	4.3000
218.77943	-1.2000
218.83297	-1.7000
218.88650	4.8000
218.94003	-1.7000
218.99355	-1.2000
219.04707	4.8000
219.10059	-0.7000
219.15410	3.8000
219.20761	7.3000
219.26111	9.3000
219.31461	15.8000
219.36810	24.8000
219.42159	17.8000
219.47508	6.3000
219.52856	0.8000
219.58203	1.8000
219.63550	1.3000
219.68897	-2.2000
219.74243	-2.2000
219.79589	5.3000
219.84934	-1.7000
219.90279	0.8000
219.95623	4.8000
220.00967	-0.2000
220.06311	-0.7000
220.11654	2.8000
220.16997	2.3000
220.22339	0.8000
220.27681	-0.7000
220.33022	-0.7000
220.38363	2.8000
220.43703	2.3000
220.49043	1.8000
220.54382	-0.7000
220.59721	1.3000
220.65060	1.8000
220.70398	6.8000
220.75736	-2.7000
220.81073	-1.2000
220.86410	2.3000
220.91746	-0.2000
220.97082	1.8000
221.02418	1.8000
221.07753	0.3000
221.13087	-1.7000
221.18421	-0.2000
221.23755	1.3000
221.29088	-1.2000
221.34421	1.3000
221.39753	0.3000
221.45085	3.3000
221.50417	-0.2000
221.55748	0.3000
221.61078	4.8000
221.66408	-1.2000
221.71738	2.3000
221.77067	5.3000
221.82396	-2.7000
221.87724	1.8000
221.93052	1.8000
221.98379	2.8000
222.03706	-1.7000
222.09033	0.3000
222.14359	0.8000
222.19684	2.3000
222.25009	-1.7000
222.30334	-0.2000
222.35658	4.8000
222.40982	-2.2000
222.46305	0.8000
222.51628	4.8000
222.56951	-2.2000
222.62273	0.8000
222.67594	9.3000
222.72915	11.3000
222.78236	17.8000
222.83556	34.8000
222.88876	24.8000
222.94195	9.8000
222.99514	6.8000
223.04833	0.8000
223.10151	1.3000
223.15468	2.8000
223.20785	7.3000
223.26102	2.3000
223.31418	0.8000
223.36734	1.8000
223.42049	3.3000
223.47364	-0.7000
223.52678	1.3000
223.57992	2.3000
223.63305	-3.2000
223.68618	0.3000
223.73931	6.8000
223.79243	3.8000
223.84555	5.3000
223.89866	8.3000
223.95177	4.3000
224.00487	3.8000
224.05797	1.8000
224.11106	0.3000
224.16415	3.8000
224.21724	-0.2000
224.27032	4.8000
224.32340	7.8000
224.37647	14.8000
224.42953	30.8000
224.48260	78.3000
224.53566	109.8000
224.58871	83.8000
224.64176	46.3000
224.69480	42.3000
224.74784	58.8000
224.80088	62.8000
224.85391	25.3000
224.90694	7.8000
224.95996	5.3000
225.01298	4.3000
225.06599	6.8000
225.11900	1.3000
225.17200	1.3000
225.22500	6.8000
225.27800	6.8000
225.33099	1.3000
225.38398	4.3000
225.43696	1.8000
225.48994	5.3000
225.54291	6.8000
225.59588	1.3000
225.64884	1.8000
225.70180	4.8000
225.75475	2.3000
225.80770	5.8000
225.86065	3.8000
225.91359	5.3000
225.96653	6.3000
226.01946	1.8000
226.07239	7.3000
226.12531	12.3000
226.17823	13.3000
226.23115	30.3000
226.28405	67.3000
226.33696	132.8000
226.38986	227.3000
226.44276	189.3000
226.49565	71.3000
226.54854	35.3000
226.60142	24.8000
226.65430	18.3000
226.70717	13.8000
226.76004	9.3000
226.81291	8.8000
226.86577	10.8000
226.91862	7.8000
226.97147	6.3000
227.02432	4.3000
227.07716	2.3000
227.13000	2.8000
227.18283	7.3000
227.23566	2.8000
227.28849	5.3000
227.34131	9.8000
227.39412	6.8000
227.44693	3.8000
227.49974	3.8000
227.55254	6.8000
227.60534	5.3000
227.65813	6.8000
227.71092	9.8000
227.76370	13.8000
227.81648	19.8000
227.86926	45.8000
227.92203	47.3000
227.97479	17.8000
228.02755	7.3000
228.08031	7.3000
228.13306	5.8000
228.18581	5.8000
228.23855	5.3000
228.29129	4.8000
228.34402	5.3000
228.39675	8.3000
228.44948	10.8000
228.50220	20.3000
228.55492	30.3000
228.60763	68.3000
228.66033	128.8000
228.71304	146.8000
228.76573	71.8000
228.81843	31.8000
228.87112	10.8000
228.92380	10.3000
228.97648	11.8000
229.02916	4.3000
229.08183	0.8000
229.13449	7.3000
229.18716	1.3000
229.23981	3.3000
229.29247	4.8000
229.34512	2.8000
229.39776	2.3000
229.45040	2.8000
229.50303	2.8000
229.55566	4.8000
229.60829	-0.2000
229.66091	-0.7000
229.71353	3.3000
229.76614	2.8000
229.81875	0.3000
229.87135	5.3000
229.92395	-0.7000
229.97654	1.3000
230.02913	3.8000
230.08172	-0.2000
230.13430	-1.2000
230.18688	-0.2000
230.23945	2.8000
230.29202	0.3000
230.34458	2.3000
230.39714	5.3000
230.44969	5.8000
230.50224	8.8000
230.55478	13.8000
230.60732	12.3000
230.65986	4.8000
230.71239	11.8000
230.76492	28.8000
230.81744	40.3000
230.86996	35.3000
230.92247	24.3000
230.97498	17.8000
231.02748	20.3000
231.07998	41.8000
231.13248	79.8000
231.18497	80.8000
231.23745	42.3000
231.28993	22.3000
231.34241	10.3000
231.39488	8.3000
231.44735	14.3000
231.49981	29.3000
231.55227	47.8000
231.60473	65.8000
231.65718	33.3000
231.70962	13.8000
231.76206	13.3000
231.81450	35.3000
231.86693	69.8000
231.91936	106.3000
231.97178	66.3000
232.02420	34.3000
232.07661	15.3000
232.12902	8.8000
232.18142	9.3000
232.23382	15.8000
232.28622	32.8000
232.33861	74.8000
232.39100	71.3000
232.44338	28.8000
232.49576	14.3000
232.54813	8.3000
232.60050	1.8000
232.65286	5.8000
232.70522	11.3000
232.75758	9.8000
232.80993	17.8000
232.86227	25.3000
232.91461	25.3000
232.96695	46.8000
233.01928	89.8000
233.07161	61.8000
233.12393	19.8000
233.17625	9.3000
233.22856	3.3000
233.28087	5.3000
233.33318	0.3000
233.38548	2.3000
233.43777	5.8000
233.49007	1.8000
233.54235	0.8000
233.59464	7.3000
233.64691	-1.2000
233.69919	3.3000
233.75146	3.3000
233.80372	-0.2000
233.85598	-2.2000
233.90823	3.3000
233.96049	2.8000
234.01273	-0.2000
234.06497	-1.7000
234.11721	0.8000
234.16944	0.8000
234.22167	-2.2000
234.27389	0.3000
234.32611	-0.2000
234.37833	0.3000
234.43054	3.8000
234.48274	7.8000
234.53494	0.3000
234.58714	2.8000
234.63933	7.3000
234.69152	3.3000
234.74370	-0.2000
234.79588	3.3000
234.84805	-1.2000
234.90022	0.8000
234.95239	-0.7000
235.00455	2.3000
235.05670	3.3000
235.10885	0.3000
235.16100	1.8000
235.21314	0.3000
235.26528	0.3000
235.31741	-0.2000
235.36954	3.3000
235.42166	-0.2000
235.47378	3.8000
235.52590	4.8000
235.57801	10.3000
